model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,horizon,bh_q_value,test_family
alternative_outcome_asinh_change,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_asinh_real_export_change,log_initial_exports_constant_2015_usd,-0.07617847384218693,0.015018916612036111,-5.072168373392375,4.187348613782386e-06,-0.10623125656676428,-0.04612569111760957,1322,60,0.5755478728161327,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,alternative_outcome
alternative_outcome_asinh_change,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_asinh_real_export_change,oil_export_share,0.030190235843392144,0.045100532649193746,0.6693986538523032,0.5058524211122434,-0.06005572153696355,0.12043619322374784,1322,60,0.5755478728161327,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,alternative_outcome
alternative_outcome_asinh_change,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_asinh_real_export_change,log_gdp_constant_2015_usd,0.0736091900028604,0.08382431607391785,0.8781364817572795,0.38343179377541114,-0.0941228790324593,0.2413412590381801,1322,60,0.5755478728161327,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,alternative_outcome
alternative_outcome_asinh_change,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_asinh_real_export_change,log_population,0.033578108704528806,0.10626077937053739,0.31599719956353817,0.7531198262216146,-0.17904921968797366,0.24620543709703124,1322,60,0.5755478728161327,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,alternative_outcome
alternative_outcome_asinh_change,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_asinh_real_export_change,log_gni_per_capita_constant_2015_usd,-0.013691749092599181,0.07571566170646751,-0.18083113564640027,0.8571198682426803,-0.1651984382161355,0.13781494003093714,1322,60,0.5755478728161327,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,alternative_outcome
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,bucket_high_product_high_partner,0.025540776802877696,0.018711684020897887,1.364964092721576,0.17744709055991142,-0.011901216439187061,0.06298277004494246,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7817279836312288,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,bucket_high_product_low_partner,-0.011158620515589496,0.01682487979124085,-0.663221411031938,0.5097718300921634,-0.04482512721475313,0.02250788618357414,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7817279836312288,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,bucket_low_product_high_partner,-0.0013185495418356341,0.014417474454321011,-0.09145495946694437,0.9274409000186703,-0.03016784928863764,0.027530750204966373,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.9274409000186704,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,log_initial_exports_constant_2015_usd,0.1869690655537758,0.03509742397470165,5.3271449690593755,1.6362093522340534e-06,0.11673928239759344,0.25719884870995813,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,oil_export_share,0.2857438402380872,0.14786379996636206,1.9324800275868186,0.058105411560352864,-0.010130940081171436,0.5816186205573458,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,log_gdp_constant_2015_usd,-0.25375002375719324,0.12138476097567596,-2.0904602992795915,0.040894163281223236,-0.49664036943986994,-0.010859678074516543,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,log_population,0.06411846194405019,0.13487524789881541,0.4753908737365392,0.6362637415983712,-0.20576628571998878,0.33400320960808916,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,placebo
placebo_prior_growth,rd2_countries,Exports,product_partner_bucket,gini_bucket,prior_export_growth_control,log_gni_per_capita_constant_2015_usd,-0.0863349200829957,0.11672917608093086,-0.7396173174660107,0.4624650099578138,-0.3199094619089899,0.14723962174299848,1549,60,0.422876639295257,ok,1920,371,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,placebo
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,0.01741619856561053,0.017977949772574706,0.9687533220378042,0.3372402223682648,-0.018676041621363715,0.05350843875258478,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,0.6744804447365297,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,0.02240869490144161,0.017122750211221022,1.3087088595590537,0.19649984404452592,-0.011966660525777759,0.056784050328660976,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,0.6744804447365297,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,0.005669482811418297,0.01016830200026729,0.5575643614114988,0.5795810975998685,-0.01474423525598836,0.026083200878824955,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,0.8693716463998028,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.10296859348856668,0.01773386625706513,-5.8063251406074095,4.1182873558843614e-07,-0.13857081557120227,-0.0673663714059311,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,0.053410055468176704,0.18504364865920855,0.2886349023874957,0.7740307159656329,-0.318080570380076,0.42490068131642944,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.08633515251807727,0.10405540640008275,0.8297036694674677,0.41057324639415305,-0.12256479258434735,0.29523509762050193,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_population,0.05015048315379453,0.12108072107054788,0.41419048970293354,0.6804714841605184,-0.192929207365576,0.29323017367316506,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,,confounding
confounding_drop_top_oil_quartile,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gni_per_capita_constant_2015_usd,-0.011206076366894038,0.09796006847224885,-0.11439432966575164,0.9093743863017922,-0.20786911997080876,0.1854569672370207,1000,52,0.6103013524221979,ok,1433,433,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=51",5,,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,0.008381471844759694,0.010191723604344076,0.8223802145877672,0.4141718498302078,-0.0120121199822859,0.02877506367180529,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.6987368580681401,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,0.014442266735995357,0.011026705043224947,1.309753609929832,0.19535635343761598,-0.0076221190910403525,0.03650665256303107,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.586069060312848,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,-0.004808183021026258,0.006752041440022493,-0.7121080437282151,0.47920442554115916,-0.018318986735171718,0.0087026206931192,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.6987368580681401,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.12377131939731112,0.01203418538239119,-10.284976960585743,8.880346580831645e-15,-0.14785166872653327,-0.09969097006808897,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,-0.061379117131887595,0.0745929084587523,-0.8228545903372095,0.41390415567235084,-0.2106391821960122,0.087880947932237,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.11838359109146102,0.06159779285316758,1.9218804052550287,0.059454423850289866,-0.004873307708165811,0.24164048989108783,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_population,-0.25172752580796676,0.0982540922353996,-2.5620055112297173,0.0129809801729208,-0.4483335102492597,-0.055121541366673826,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_income_group_year_fe,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_gni_per_capita_constant_2015_usd,-0.0725778962156941,0.08010075848019214,-0.9060825089894955,0.3685777562777458,-0.23285914371592317,0.08770335128453496,1322,60,0.6999009581503475,ok,1920,598,"income_group_year_Low income::2019,income_group_year_Lower middle income::2019,income_group_year_Upper middle income::2019","reporter_code,income_group_year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_primary_share_broad_control,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_high_partner,-0.007723971408302289,0.014789267912019729,-0.5222686784938666,0.6034387866385666,-0.03731722814556289,0.021869285328958307,1322,60,0.6354196674863508,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7807470365017288,confounding
confounding_primary_share_broad_control,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_high_product_low_partner,0.005790862731335257,0.012721049280882326,0.455218952735132,0.6506225304181074,-0.019663898084143355,0.03124562354681387,1322,60,0.6354196674863508,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7807470365017288,confounding
confounding_primary_share_broad_control,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,bucket_low_product_high_partner,-0.005900286455131215,0.008543276925612714,-0.6906350463066668,0.4925031146507546,-0.022995344097010397,0.011194771186747967,1322,60,0.6354196674863508,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,0.7807470365017288,confounding
confounding_primary_share_broad_control,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.10058055871838682,0.013596578233423319,-7.397490529722996,5.738046899380397e-10,-0.12778724892128243,-0.07337386851549121,1322,60,0.6354196674863508,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
confounding_primary_share_broad_control,rd2_countries,Exports,product_partner_bucket,gini_bucket,annualized_real_export_growth_log,oil_export_share,-0.09578413312329345,0.07289104708659334,-1.3140726735548676,0.193908056022535,-0.241638781447581,0.05007051520099409,1322,60,0.6354196674863508,ok,1920,598,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",5,,confounding
